fields	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40
gvar	group_1	group_1	group_1	group_1	group_1	group_1	group_1	group_1	group_1	group_1	group_1	group_1	group_1	group_1	group_1	group_1	group_1	group_1	group_1	group_2	group_2	group_2	group_2	group_2	group_2	group_3	group_3	group_3	group_3	group_3	group_3	group_3	group_4	group_4	group_4	group_4	group_4	group_4	group_4	group_4
Enterobacter_sp._638	0.00270620846974761	0.00728320399389745	0.00147871845523191	0.00548741930271385	0.00381527357224757	0.00430348919261751	0.00225990026036868	0.0271582606547278	0.00507949405481833	0.0227539770474735	0.00681709661390746	0.0116786530531364	0.0173367269613151	0.00715713994411984	0.025821587658636	0.0167984077281111	0.00618492756649933	0.0104708710606005	0.00273355457369659	0.00391784046875406	0.00426624492835597	0.00402929254342517	0.00517908563408788	0.0222880865196244	0.0042762369636772	0.00519113687372538	0.00832132751303948	0.0164872182908703	0.0053442296875121	0.00383321426347305	0.0188486425867421	0.00493954837300669	0.00175863818134482	0.00137886615048305	0.000896947014955412	0.00299652744888263	0.00205457045361808	0.00276513409862203	0.0105066492757021	0.0024040532705954
Comamonas_testosteroni	0	0	5.26918762584812e-05	0	0	5.57839737359618e-05	0	0	0	0	0	0	0	5.17073026895076e-05	0	0	0	0	0	0	0	0	0	3.9031220005225e-05	0	0	0	0	0	0	0	0	1.13783424652852e-05	0	0	0	0	0	0	0
Acinetobacter_baumannii	0	7.11852553059489e-05	2.77886749011647e-05	0	0	0	0	0	0	0	0	0	0	0	4.98105704588956e-05	0	3.11614244360154e-05	6.69687099380938e-05	0	3.60186066998655e-05	3.93057899364034e-05	3.67987074566733e-05	3.29284317866097e-05	4.55619694234577e-05	0	0	0	0	0	0	1.65712366842207e-05	2.45398341750155e-05	0	7.44965522153778e-06	1.63364868587389e-05	1.2908166641695e-05	2.78560253734069e-05	0	0	0
Bifidobacterium_dentium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41857273910711e-05	0	0	0	0	0	0	0	0	2.07948538667273e-05	0	0	0	0	0	0	0	0	0	0	0	0
Ralstonia_pickettii	0	0	0	0	0	0	0	4.66585937653758e-05	0	0	0	0	0	0	0	4.92715368979038e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02327377912899e-05
Xenorhabdus_nematophila	0	0	4.3943565847553e-05	0	0	5.10472880012993e-05	0	3.39042032538421e-05	4.78926089031589e-05	0	0	2.96658288908662e-05	0	3.34960620399992e-05	5.4686951350193e-05	2.30900396146029e-05	5.29633406195222e-05	0	5.08000091190283e-05	0	3.80848452164362e-05	0	0	0	3.9654238706684e-05	0	4.12434247149232e-05	0	0	0	0	0	1.10835519956499e-05	0	1.10134827961484e-05	1.68838612927896e-05	2.81002165815954e-05	0	1.79146106820219e-05	0
Xenorhabdus_bovienii	0.000121186079630348	0.000346302056937945	6.23555105477395e-05	0.000367010100258065	0.000252231348912225	0.000388558657035498	5.36786489377397e-05	0.000156786125787717	0.000307884410835391	0.000110901636269167	0.000153904966350092	0.000151412692181906	2.88514889647542e-05	0.000333199713827915	0.000144094130276898	0.000116184425632968	0.000171143379327546	0.000343123208458898	4.52721644357949e-05	0.000106033793002027	0.000229527035081433	0.000186089897164397	0.000229132237521798	6.48821534578602e-05	0.000153160556537145	0.00046295150894794	0.000189276496860511	0.000102195346296738	0.000253629675246099	0.00017360421265796	8.92676933847653e-05	8.52154761107984e-05	1.55432961143952e-05	2.59051144969807e-05	2.02051664321618e-05	8.15210714341457e-05	4.08958620190781e-05	1.66743353317784e-05	0.000140480175470445	4.30921439968447e-05
Blautia_obeum	0	9.37153038515249e-05	7.36161947279402e-05	6.86833113783667e-05	5.73364676665296e-05	0	4.16105746213131e-05	0.000105152590341873	5.95615128612983e-05	0	5.95568958562645e-05	7.75129660884323e-05	0.000104896400570401	0.000109219799710024	3.97466805699149e-05	7.47178713820654e-05	3.02463124668738e-05	4.56446840866596e-05	5.95332668830585e-05	5.82841434034356e-05	6.70203943717592e-05	6.97387383222577e-05	4.10269919266568e-05	2.5706639615958e-05	3.38499807451728e-05	9.52276433355321e-05	7.99791310892489e-05	7.13578638994885e-05	0.00017024520623829	0.000101313828554408	3.98307000347822e-05	3.69182620198099e-05	2.75829070932967e-05	2.41751676938136e-05	1.28534773841803e-05	2.11981708402937e-05	0	1.01606085411797e-05	7.65297740048407e-05	1.53779660857467e-05
Ruminococcus_torques	4.21250842201301e-05	0.000108320471345048	0.000127293055795678	3.8075103387774e-05	5.12718443411851e-05	8.43556124595268e-05	5.41012130796313e-05	0.000142814298897351	0.000116582720938377	3.03663519796275e-05	7.61473025779323e-05	4.02478064291144e-05	4.34629951174043e-05	0.000123543246503855	4.10141482497495e-05	4.68766733303743e-05	4.03866672367344e-05	9.83006436459768e-05	8.52968626491702e-05	0.000182706612599593	4.72922820433097e-05	7.6954521602454e-05	4.8724278109303e-05	0.000106729870840325	8.60277976709084e-05	8.0057457253323e-05	5.38193506011827e-05	0	3.88721215045197e-05	5.42338020303133e-05	0	7.19927412116928e-05	1.49969674346245e-05	1.2609792441966e-05	1.6791889549535e-05	2.44499932782184e-05	4.79776011874146e-05	1.01984581898707e-05	3.40302996902672e-05	2.5770807952562e-05
Dorea_formicigenerans	0.000196338136591168	7.69117549998734e-05	0.000102137270287522	0.000169508135498944	0.000142818087644162	0.000715923972034132	0.00014750700292931	0.000130604564288411	0.000172258547129692	0.000106045801044568	0.000209052332627294	0.000245265870476242	0.000234256973029293	9.46686664061666e-05	0.000277115260460543	0.00012735638561097	0.000272225720519219	0.00014340335686153	0.000107803649618289	9.35049286906871e-05	0.000162744856801336	0.000159759577107081	9.20595174888605e-05	0.000205431892674476	9.85326166210604e-05	0.000184465483443527	6.05542907419366e-05	4.41826757439811e-05	8.64385664253817e-05	0.000116584550175943	0	2.31442389306724e-05	3.63567715045137e-05	0.000107908292179876	2.41825070219801e-05	3.90559114969064e-05	5.61965011547664e-05	4.57263868539691e-05	5.06066447958494e-05	4.27205613047368e-05
Dorea_longicatena	5.78996216060731e-05	7.73805696148657e-05	8.66726167989096e-05	5.99005147728303e-05	0.000123627757080915	0.000126080392390356	5.07691803752736e-05	4.21243564638118e-05	9.00333828844285e-05	4.16544781575692e-05	4.74513556333367e-05	8.028168625193e-05	0.000174943913987046	0	8.50119182660591e-05	8.01682070216057e-05	7.17030377261016e-05	4.9741890045039e-05	4.44080634470737e-05	0.000226433389968293	3.69738912205467e-05	0.000109014777822379	2.38614536463762e-05	0.000247694104394305	0.000138084782575977	8.49141596481909e-05	0.000106022284850204	3.66626048495052e-05	7.11832605286507e-05	7.89436060847969e-05	2.72705941700104e-05	0.000182980107538681	2.09359690876859e-05	9.57964982309042e-06	1.15147886620721e-05	1.53930362229574e-05	3.20631527831197e-05	1.55239241108219e-05	0.000124525454790929	1.11489614630734e-05
Eubacterium_ventriosum	8.05456605762112e-05	7.454571268929e-05	9.54665505494163e-05	7.2437928167239e-05	8.98765220993265e-05	0.000197920468373328	0.000189456450838192	6.00348483885174e-05	0.000119357754203872	5.74638587463393e-05	3.20668079194937e-05	0.000132881977659344	9.41862366371357e-05	3.56236109981863e-05	0.000125085463733758	5.11907060681572e-05	8.87909407298863e-05	8.00910761100905e-05	6.53357284400268e-05	5.48601610698769e-05	6.40084879936627e-05	6.44478540567961e-05	9.35520127948746e-05	3.51012326901052e-05	8.77640514518562e-05	7.27835059520267e-05	5.95433012576356e-05	0.000100268022689574	0.000123706284657969	0	2.85701791088039e-05	2.74371940414043e-05	3.86225658717421e-05	1.29766164839696e-05	3.74879146424336e-05	4.21897887727932e-05	3.90416001392798e-05	5.11829379732412e-05	4.5355957656477e-05	3.06670903960648e-05
Desulfovibrio_piger	7.31635614623204e-05	0.000136898587495429	6.57894174354527e-05	5.81787281635356e-05	0.000104052798691522	0	0.000116310206713201	4.30382883077007e-05	9.13252630059687e-05	0.000131405227391174	0.000131139814533246	6.03577429217334e-05	5.28287923670607e-05	6.59947089096341e-05	8.41849649892732e-05	0.000100866957021411	3.40880246755886e-05	8.26034107844769e-05	0.000119834104251595	2.28857041421908e-05	6.11579251361888e-05	8.66911643227667e-05	0.000108931821612869	4.27365619534085e-05	2.08111112581823e-05	9.51510473540689e-05	6.33947033157065e-05	2.94721328227547e-05	5.88119056826476e-05	1.83756878296192e-05	0	0.000108861770413429	5.98816843163936e-05	2.1475235826398e-05	0	1.84909720756906e-05	9.87918352955654e-05	1.56651855152662e-05	2.29146845957695e-05	2.65524865473399e-05
Pseudoflavonifractor_capillosus	0.000105045435814727	0.000619733788055235	0.00140349731328809	0.00027723620756234	0.000429027143172661	0.00048488707236172	0.000351814975268868	0.00150752417166763	0.000613735961102754	0.000378620773416987	0.000655051815085385	0.000475818108698426	0.000724897102331089	0.000577341672455196	0.000448433976316802	0.000410518432302924	0.00068790269107766	0.00241691724064355	0.000747064293111937	0.000738660219346929	0.00123080620088153	0.000539268367637926	0.000323604386191808	0.00187602604963522	0.00107371486851648	0.00151260276683146	0.000213389625521551	0.000480555385735662	0.000380319253862647	0.000914025157240418	0.000151326130600135	0.000345815823448201	0.000312227455917492	0.000228674347008513	0.000142994699910516	0.000272321857548134	0.000163856542136064	0.000325665505517839	0.000247153051199447	0.000532288991994233
Clostridium_scindens	0.000339293377767042	0.000389523083252754	0.000504338106490364	0.000323083357563044	0.000267028969969287	0.000569740552947944	0.000386669986463639	7.11051059588171e-05	0.000171783573957146	0.000304306396464698	0.000907760722848784	0.000745167880945785	0.000836917481749345	0.00023845401100938	0.000361204148885777	0.000710208416374033	0.000728799145939451	0.000933313681328056	0.000216327090226836	0.00029330121813182	7.48564599590419e-05	0.000450694797634595	0.000156233966538187	0.000167697417620059	0.000710710514847675	0.000195254086877152	0.00018710481645847	0.000243022583028066	0.000537517518823986	0.000159392126222541	0.000158376184224815	0.000120719083070349	5.64145666507362e-05	3.63909801626573e-05	3.33379902552996e-05	1.12828249011521e-05	6.30614103281248e-05	0.000177530953591987	8.55737670794221e-05	7.84608975163703e-05
Eubacterium_hallii	0	3.27011422864359e-05	0	4.92524584555346e-05	0	4.29185660383162e-05	0	3.08396152841906e-05	5.04228845091169e-05	0	9.33399176218722e-05	0	0	0	0	0	3.0759034305261e-05	9.58995697998999e-05	2.68713302198672e-05	2.01576733379414e-05	1.95068931497113e-05	2.26526445843308e-05	0	3.69382330438683e-05	0	0	4.4130845134913e-05	3.94943285702379e-05	0	7.00967599907713e-05	1.94731996259417e-05	4.04582901465082e-05	0	0	8.27403346824486e-06	1.47689051878767e-05	2.13577599325075e-05	0	1.4351815187788e-05	2.11276667593024e-05
Ruminococcus_gnavus	4.90004247793598e-05	5.06353215337402e-05	0.000126012859792039	7.44205885738744e-05	3.97630976956613e-05	5.90658400289954e-05	5.16576859720972e-05	6.56105731595841e-05	0.000195489345620055	3.21183468329802e-05	0.000358837715998726	0.000200800091334582	3.569716305635e-05	0.000138966573519614	0.000334734617129515	0.000100725088446348	0.000191952986880006	8.4909103548651e-05	0.000107357160645239	6.70031510358502e-05	7.41717363316047e-05	4.50618558277337e-05	4.44739210910866e-05	0.000251839534022602	0.000107944498490768	7.5974889462292e-05	3.26257573751942e-05	0.000105937026080825	0	3.26693968779102e-05	2.05089192337459e-05	0.000103582342673541	1.5600899218053e-05	0	3.11231187222042e-05	2.42535398188988e-05	0	0	5.45079025076052e-05	2.18813899263943e-05
Subdoligranulum_variabile	6.65216119902109e-05	0.000281664207654068	9.35214410427533e-05	0.000192840004088799	0.000145775258867214	3.99523815420513e-05	3.79389549153282e-05	0	8.28541107457367e-05	0.000128685813132632	3.05948458421512e-05	5.15805148407413e-05	0.000187369289974609	6.61094338036701e-05	5.87962788979077e-05	6.29514020191264e-05	0.000134999709894147	0.000164672815259199	6.4593341048532e-05	0.000100683548508733	0.000113049486228986	0.000157255290490023	9.78036165505498e-05	0.000166609418642021	7.04661083935835e-05	0.00010148047770842	0.000156609917884708	0.000108204864254724	4.16470368722613e-05	2.8338160972153e-05	3.37381878493319e-05	9.47022473681464e-05	4.63112295924149e-05	4.02796370491079e-05	6.76983197241331e-05	0	0	3.5425751740159e-05	2.02622642526531e-05	2.91983280324276e-05
Coprococcus_eutactus	0.000107344658375739	0.000173621302122101	0.000230837221931622	4.99987539920534e-05	5.52239011261987e-05	0	9.86540587834386e-05	6.80157386354809e-05	7.81350527419446e-05	9.52463485561873e-05	5.86569011166434e-05	9.48540623435376e-05	0.00012457519196723	8.88660006807056e-05	8.64677032688161e-05	7.93316443177896e-05	8.1378292231941e-05	0.000329728044137728	6.13602056928352e-05	9.45089684982679e-05	3.09138580974236e-05	0.000107589778688012	0	8.46671136195751e-05	9.21618728576182e-05	0.000245282744407996	6.14775915627198e-05	0.000100058265033998	0.000206892242601494	5.55659547417875e-05	6.34614453659105e-05	4.52928337211027e-05	3.05841544816818e-05	7.00431117187344e-05	5.02731869094217e-05	6.47232230680711e-05	4.0283495052448e-05	2.79237163305333e-05	5.24793283168677e-05	3.93172509926808e-05
Bacteroides_ovatus	0.00204510676518014	0.0557793746918347	0.0381907770468551	0.00268793925660099	0.00225864850262088	0.00565467594635711	0.00332537322644904	0.00467970386065569	0.0031011070497681	0.0117364724027224	0.0370020787561205	0.00295857440595836	0.0030513538531586	0.00173593594547636	0.00880818856757262	0.00408862866428019	0.00340956077316076	0.0074671008823813	0.00349880764925223	0.00320988446835878	0.0036957987840252	0.0021474450753007	0.00243950850760361	0.0416692117774938	0.0040304130917535	0.00369496066810728	0.00110194439805939	0.00242738793580041	0.00204641778477435	0.0379743047874412	0.00210492736739097	0.00207082767386318	0.000420084414680457	0.000917700444319118	0.000424630778938437	0.00115909885968032	0.00110411927461447	0.000466852216468239	0.000801534732610519	0.00123913667723948
Parabacteroides_merdae	0.00419054107833707	0.00181899846669414	0.0038232270686728	0.00150513030662217	0.00282385640215732	0.00479717449499172	0.00368309797568658	0.00163478180999033	0.00217518377430083	0.000872331532525897	0.00315750730764796	0.00108635110660572	0.00242992153381239	0.00112987565711591	0.00412669857788598	0.00156167310101752	0.00240721891073576	0.00180095320259966	0.00157415555018976	0.00108867102676403	0.000775864698757665	0.000753256223376033	0.00020232945829765	0.00381667596515679	0.00145685501353994	0.00108282022183032	0.00272973564560334	0.00186784922624004	0.000826468470871782	0.000766313999301308	0.00139547449924178	0.00124274029187961	0.000335675220655878	0.000407536176359662	0.000229244936350286	0.000477590632920583	0.00102607391064591	0.00027566137377604	0.00061163136950098	0.00154449085989464
Bacteroides_uniformis	0.000397940770849324	0.000744317073320052	0.000267142936577044	0.00559746523531377	0.000219054642934104	0.000576168897182313	0.00553674715442587	0.000741054093826558	0.00195992539244171	0.000413856364949121	0.00021727967780263	0.000699765892875409	0.00111335571089306	0.000938137026479595	0.0004860238189149	0.000434429124654303	0.000248045340337457	0.00222844326178949	0.000943771661341963	0.000591052892702833	0.000501069027108715	0.000299060566137191	0.000337343867119885	0.00347053261535706	0.000147293058677554	0.000762207476306729	0.000431236639081597	0.000510045199201818	0.000260985656093734	0.000271620884939183	0.000471142719070559	0.00109482632816587	0.000121140751604944	0.000369921341079225	2.92598430136301e-05	0.000160115518414818	0.000168318090014264	0.000102795096462207	0.000438091435161305	0.000171031831108496
Bifidobacterium_adolescentis	0	6.10247229147615e-05	0	0	0	0	0	0	0	3.51152086137828e-05	0	0	0	0	0	0	2.65065277181906e-05	6.42439722301899e-05	0	0	3.60139676719627e-05	0	0	4.42708239174795e-05	0	4.80215125394493e-05	3.7154901717015e-05	5.40657994772172e-05	0	0	0	1.77852129973786e-05	0	0	0	0	3.43691033121097e-05	0	1.75516595015004e-05	0
Faecalibacterium_prausnitzii	0.000524334721695035	0.000317101448615081	0.000234297162445578	0.000488264193577038	0.000614906330535882	0.000135964747192309	0.000345541173601702	0.000587064439148707	0.00033782681551389	0.000369321226187354	0.000441753715225641	0.000252800854452158	0.000480616268432542	0.000356634862827347	0.000957475680183703	0.000283496194659774	0.000320827689598189	0.0002133726421593	0.000277578085547964	0.000210230344030684	0.000255714565376547	0.000164820227736204	0.000371670517666389	0.00046939772353004	0.000435162714182406	0.000393679321365478	0.000274788268680723	0.000119646278989343	0.000583679158381992	4.05697028983064e-05	0.000165476967035075	0.000315825785486526	0.000184122587015727	8.09972692819352e-05	5.26797233890439e-05	1.97744759683799e-05	0.000184948436721406	5.71948356559224e-05	0.000135815114632243	0.00011742839263134
Clostridium_sp._SS2/1	7.64543161647104e-05	0	5.15360488519042e-05	0	8.82757813376536e-05	0	0	7.01356911348264e-05	7.93957509054015e-05	0	0	2.43308169097596e-05	0	8.58077187264388e-05	0	2.85953805372851e-05	0	0.000164923674873835	0	3.32869724023522e-05	0.000107032514837844	2.87310967500506e-05	3.84649873402109e-05	4.83153671432465e-05	5.1582962033773e-05	0	2.26782169612139e-05	3.09590606835696e-05	0	1.83301789375236e-05	4.16168125878089e-05	0	1.07037446329183e-05	7.44788923842862e-06	0	9.60670985516246e-06	1.83700292607949e-05	6.86412698951825e-06	1.79327967530876e-05	1.34556126515455e-05
Clostridium_sp._M62/1	8.92593093457078e-05	0.000595028500776593	0.000216565283387183	0.000244756029321853	0.000141055786478927	0.000223062547933038	0.00048841915227748	0.000218005197663413	0.000248355283091942	0.000201448132468821	0.000211785811607527	0.000259923968467858	0.000308129050225698	0.000363140015879338	0.000178174288536943	8.76433942565502e-05	0.00012828810565852	0.000159961662674932	0.000268957985310188	7.1965740741142e-05	0.000145257581442956	0.000163244562272822	0	0.00011683940573843	9.28415340186008e-05	0.000154033550714566	0.000369595972822536	6.71639139999919e-05	0.00019083923845399	0.000263721656274754	0.000622418318477875	0.000260134011335964	6.81296395967637e-05	0.000171441127558293	7.6873242468439e-05	9.29614221545831e-05	8.161185645891e-05	6.01280546167428e-05	0.000232520833700538	6.53888434570302e-05
Clostridium_sp._L2-50	0	0	0	0	3.86315541191759e-05	3.35690706560953e-05	0	0	0	4.74628767044719e-05	0	0	0	0	6.85833933190496e-05	0	3.68540124578681e-05	0	0	5.50554343868716e-05	2.44256443697539e-05	4.82783448467805e-05	2.75254635313569e-05	0	0	9.54903475818288e-05	2.89636193725156e-05	0	2.58434523343871e-05	1.84242576014372e-05	3.14488731573233e-05	2.1529298798433e-05	1.35375343109579e-05	0	9.6630081632458e-06	1.39955367931489e-05	1.07542811227621e-05	0	1.51104968136125e-05	2.54064094073022e-05
Anaerostipes_caccae	0.000150480094006395	4.68102371365952e-05	0.00010649393102591	0.00012699884137131	8.09514950695828e-05	3.60078614519013e-05	3.72993484548665e-05	7.4676162939299e-05	7.15068084183574e-05	7.88088688488447e-05	0.000135297323958778	6.70497208774691e-05	4.8435544474728e-05	0.000116360441090157	0.000167633342054397	9.55230094901584e-05	6.83942351680383e-05	0.000159329463722543	4.65531578734211e-05	5.19518025662628e-05	9.82004128909883e-05	3.79572095323896e-05	6.28588882812869e-05	0.00011124367079277	0	0.000270467370103109	0.00022291536413646	5.81120015714652e-05	7.70264329533562e-05	8.37646055313099e-05	2.68572504374289e-05	2.10661541318079e-05	2.84814124822756e-05	1.56370387241141e-05	2.69437080859692e-05	1.17873254819092e-05	3.77809405867671e-05	1.32009091446801e-05	1.4061382311109e-05	4.26618119286967e-05
Bacteroides_caccae	0.0011360118770714	0.002498952287387	0.00126091033083155	0.00272597186420956	0.0244586136782491	0.00140658384681724	0.00184847313932392	0.00559607208318159	0.0023195092074647	0.00243408244525746	0.00239646388146785	0.00229288236832636	0.00738995082737293	0.00169263350435186	0.0482666734471531	0.00233730974715484	0.0076939339737665	0.00505750587801567	0.00243840524906386	0.00177406816977254	0.0100642492814426	0.00141462722782516	0.00208073824811126	0.00228857416233268	0.00306338601554038	0.00276066035111598	0.0527856342171788	0.00152722242439153	0.00265218428849786	0.00627699668205644	0.00209502493728326	0.0014908718003876	0.000871532068904522	0.000869054495924368	0.00128843565217738	0.0013349206874645	0.00122631254202929	0.00670252628168527	0.00705097782947634	0.00128221188437995
Clostridium_bolteae	0.000353388938321773	9.08679210908781e-05	0.000293204970486401	0.000343897663361538	0.000532294583731976	0.000124865653765268	0.000178752755149367	9.6007148029271e-05	6.68446173257023e-05	0.000171408912221053	0.000315022721440112	9.08184566733651e-05	6.64131926655235e-05	0.000107666729423902	7.35368941701916e-05	0.000124602934696688	0.000186546120343936	0.000181754099583718	5.50929054441697e-05	2.47054278731797e-05	7.15636567586578e-05	3.80671191759946e-05	0.000120260901834659	7.96298464416282e-05	5.05110452064738e-05	0.000275731641307594	9.49972163574495e-05	6.64645091073567e-05	0.000235926994049636	0.000905048191056715	5.3463663184878e-05	0.000833118169497227	6.59564151610476e-06	5.90584363366815e-05	6.82624754241681e-05	4.98854617592331e-05	0	1.7470525325775e-05	2.07344136082957e-05	2.47698184893847e-05
Collinsella_aerofaciens	6.89222379041523e-05	0.000192371186878887	0.000117718624118092	8.86749932721957e-05	0.000218748814282256	7.96692726857257e-05	0.000120636306583145	0.000135591195545096	0.000390447343625523	0.000103468556502603	0.0001206341400642	4.55601751132331e-05	0.000222698845269456	6.87031756859975e-05	0.000143777432414333	4.32181112702422e-05	8.83133840604388e-05	0.000109330907728871	7.11924194510713e-05	0.000197064983614247	4.33507272462702e-05	1.79683515962981e-05	8.73949597406502e-05	0.000336786071093718	3.62343554338833e-05	0.000150815247152189	0.00011699140899788	4.66572494380565e-05	5.16866460330963e-05	0.000123088709491989	0.00019590556713797	0	4.05895964116723e-05	2.90673682174544e-05	4.77979042738807e-05	2.83301353813746e-05	5.06919754632772e-05	4.47960148258116e-05	5.06810168233146e-05	3.68891956249389e-05
Methylibium_petroleiphilum	0	0	0	0	0	0	9.63803404029406e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.32871946171408e-06
Beggiatoa_sp._SS	2.14915362467298e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62900878002043e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthomonas_fuscans	0	0	0	2.39424599283934e-05	5.55088398496856e-05	0	0	0	0	2.71831249784652e-05	0	0	7.27116088238158e-05	0	0	0	0	0	0	0	0	0	0	0	6.4063673760287e-05	0	0	0	0	0	2.22532577015125e-05	0	0	0	0	0	0	7.94582441189932e-06	3.01268168740204e-05	0
Clostridium_leptum	4.34537459869896e-05	4.0325066667342e-05	6.11811578410538e-05	0.000112232881782905	0.000111488761935548	0.00010275979273632	4.78887075870933e-05	4.83679121256243e-05	0.000184673114719388	3.62620064503023e-05	7.20708928787461e-05	0	3.62211851395421e-05	9.58618273567992e-05	5.9560814357383e-05	5.51325338335841e-05	4.6149605644914e-05	0.000166800070605217	3.45894613365511e-05	4.23275874400808e-05	7.17147823704293e-05	6.00144736335142e-05	0.000104444630742446	0	5.07557501597281e-05	0.000223909641543513	0.000135490959757872	6.1997126368304e-05	0.00018518167426581	3.17918417934322e-05	1.83836638261695e-05	5.95143411990491e-05	2.72367835007389e-05	2.30702803761983e-05	1.24518171505615e-05	1.03859045246413e-05	1.39010967525441e-05	1.75362926793808e-05	5.20286545032818e-05	1.42510516189056e-05
Clostridium_spiroforme	0	3.08189273273138e-05	0	0	5.140236765937e-05	0	0	7.43166196841305e-05	0	0	3.86338097202518e-05	3.98374315062359e-05	0	0	0	0	0	0	0	0	2.83819419819892e-05	2.19244059690989e-05	7.63704480140508e-05	0	0	5.23260807687795e-05	0	0	0	2.79589365308215e-05	0	0	0	0	0	0	0	0	0	0
Eubacterium_dolichum	4.68535284962703e-05	0.000116053283853618	0.000110913077451036	4.18180453306947e-05	9.11181938357323e-05	9.22630754642067e-05	8.76926932911378e-05	0.000115196673017572	0.000161776815544857	7.11706160542305e-05	6.32175723601705e-05	9.46014757812915e-05	8.34006757088654e-05	6.20399432150181e-05	0.000230862660018949	4.88040492338894e-05	9.69997388763098e-05	0.000110575860852006	0.000356004799651984	4.41927870570032e-05	3.74638802784958e-05	4.37251143150216e-05	5.89638532647648e-05	5.83825927857761e-05	4.30121237592103e-05	6.61455058063128e-05	0.000153904860437585	6.96137275663689e-05	0.000127001553464056	4.31915354400723e-05	3.12163082358478e-05	5.99754143364663e-05	8.12265518679565e-06	2.52999184013348e-05	0	3.15828927663066e-05	3.69633797145562e-05	2.75411275444679e-05	5.14976524098739e-05	1.06183148276082e-05
Eubacterium_siraeum	0	2.8103403433287e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.47693090102077e-05	2.39892627958979e-05	0	0	0	0	0	0	0	0	0	0
Porphyromonas_gingivalis	0.000109530152244199	8.28095542727593e-05	0.000110461444404146	8.10807110621486e-05	0.000388339229866344	0.000103134656766751	0.00185958157254909	9.50215282146158e-05	0.000129755961972978	0.000320789771482428	8.9330761666089e-05	0.000150153758316764	5.57455684842314e-05	0.000107048423246116	0.000114695713084057	0.000644088845292114	0.000131477514315916	0.000657452236549801	0.000129346525410743	6.53806884506025e-05	2.38381482816232e-05	5.59982078015461e-05	3.96329900797775e-05	3.37557420350992e-05	5.78783939778368e-05	2.84145363492465e-05	0	6.9738866592485e-05	9.60798433591678e-05	2.21286847822238e-05	0	1.76339955446692e-05	0.000310691531376791	1.07651847707729e-05	3.34172294831738e-05	2.40858425838317e-05	3.29929223647475e-05	4.96438754019533e-05	3.36761298268918e-05	5.75889135200517e-05
Bacteroides_vulgatus	0.00830970245774268	0.00737128441465387	0.00502722612423249	0.0101964178363208	0.003730214539467	0.0118245613202288	0.00320654809006144	0.00655357564564158	0.0140560828010661	0.0393981267552483	0.0104961244476936	0.0203545452450481	0.00465575307823634	0.0568912574191789	0.0242177856650883	0.00682577487942382	0.0328789383234582	0.00991536397318355	0.0425519820487906	0.00238061166881502	0.00478751320153466	0.00857260550346332	0.0065200124529599	0.0137742583092955	0.0440854968504495	0.0251506975038618	0.00682215029588644	0.0186399499620441	0.00728045820912248	0.00319829907766094	0.00464303694393825	0.00267000645190137	0.00225201758255277	0.00151169603628313	0.00302473853231801	0.00245096883285045	0.0229441259867145	0.00457279537329027	0.0207103657991669	0.00109810115266152
Parabacteroides_distasonis	0.000562834714615431	0.00214446447048634	0.000129431599449327	0.000238093286367498	0.000507766406325378	0.00249922798610818	0.00122064986706413	0.000798923430914177	0.000808095129492365	0.000589089641892656	0.0014270196615628	0.000120229009742551	0.000158498305245358	0.000553742571419134	0.000501925624578957	0.000579640394691767	0.00113340661253852	0.000744528844161124	0.000514948960975857	0.000936615288708065	0.000462491493716918	0.000459004691878373	0.000295074619829784	0.00129754683692172	0.00206634646392428	0.00248085122181712	0.00194389062093022	0.000632398891018431	0.000850271236917727	0.00039811547143659	0.000402555050507986	0.000658070995877297	0.000435121214854013	0.000127879113697929	0.00040306788642117	0.00024499569025726	0.000542985161351171	0.000375862885650995	0.000242872057491892	0.000200430092435445
Burkholderia_ubonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2968638720268e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_botulinum	0	0	0	0	0	0	4.44653738898082e-05	0	0	0	0	0	0	0	4.17003862769796e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
